(-0.4719766558239302, -0.7891917969993423, 0.1197979173760837)
(-0.47295747360543805, -0.788589322492081, 0.11830517719146694)
(-0.47302620753531466, -0.7888516689816789, 0.11919784124192034)
(-0.4727601089542919, -0.7885878251490942, 0.11796967825532523)
(-0.47095465932164915, -0.7893663178212748, 0.12186256452879074)
(-0.47086634871060706, -0.7894525589122354, 0.12120241394030096)
(-0.47185677476570853, -0.7893880487604432, 0.12070439068921357)
(-0.4720076831665425, -0.7894337996271905, 0.11928810010784985)
(-0.46947358179470755, -0.7901797958969928, 0.12357360017156216)
(-0.47139586180645443, -0.7889572409243555, 0.11952762033146058)
(-0.4706810349476951, -0.789993717206267, 0.12281300836879327)
(-0.47239194365549997, -0.7888751845308373, 0.11891790977447703)
(-0.4698729924956577, -0.7904415450009723, 0.12350513955751818)
(-0.47143798217888877, -0.7891257785156023, 0.11998306174266626)
(-0.4724293790246574, -0.7895910587570325, 0.12079917654927463)
(-0.47208551290029943, -0.7892068079760307, 0.12149498995848207)
(-0.47187543334681714, -0.7890695991883966, 0.11912277458941589)
(-0.47189909372165073, -0.7893465831010604, 0.12045721478155258)
(-0.4705441597376756, -0.7896962413969884, 0.1215910837359242)
(-0.47124519402988074, -0.7901550081560129, 0.1212471028098574)
(-0.47032844513899463, -0.7891321143563836, 0.12073547141232388)
(-0.47297813426364743, -0.7886943532003148, 0.11813615603516592)
(-0.47125469959884625, -0.7895968189606869, 0.1202976556004085)
(-0.4711267723913277, -0.7893042071214018, 0.12019021705823763)
(-0.47161298198636703, -0.7890559856848145, 0.12008842430082556)
(-0.4717600796767192, -0.7893775177786448, 0.12065274345579535)
(-0.4710502436134123, -0.789716776794358, 0.12154227998739331)
(-0.4716700990558562, -0.7893006284223052, 0.11989217516211426)
(-0.4711371264913373, -0.7893814989414647, 0.12060557860092658)
(-0.47067244019732124, -0.7895648590949559, 0.12131011658937818)
(-0.47317706933317827, -0.7887817250330315, 0.11983978033175924)
(-0.47035014039698986, -0.789525577762721, 0.1218362169388314)
(-0.4719387774852457, -0.7888668939127542, 0.12006946392697126)
(-0.47181185220972954, -0.7896236494502296, 0.12124312031884821)
(-0.4713293977315478, -0.7892442046090025, 0.11969631687904703)
(-0.4730736776623803, -0.7882640612411393, 0.117892847417437)
(-0.4718549447763758, -0.7886553939963394, 0.11906345234139382)
(-0.4715066194528337, -0.7893393838805738, 0.12043808679293533)
(-0.46959952804572613, -0.7902373613449707, 0.12437401151648597)
(-0.4719755650812938, -0.7892853943608107, 0.12015487550681025)
(-0.47083268452447635, -0.7896338304751793, 0.12273363587552977)
(-0.46998098385335474, -0.7897381557002797, 0.12256444347555684)
(-0.47054371663576955, -0.7894645584694675, 0.12307323349705679)
